12,517,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT4,Tlaxcala_2015,172,174,0,0,210,210,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,270,0,0,291,295,0,0,244,244,0,0,260,264,0,0
TT5,Tlaxcala_2015,0,0,0,0,164,206,0,0,166,170,0,0,209,223,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,264,270,0,0,295,295,0,0,242,244,0,0,260,264,0,0
TT6,Tlaxcala_2015,140,140,0,0,156,156,0,0,166,170,0,0,213,213,0,0,270,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,256,266,0,0,289,293,0,0,244,244,0,0,260,264,0,0
TG12,Tlaxcala_2015,174,176,0,0,162,206,0,0,166,170,0,0,213,217,0,0,279,279,0,0,189,189,0,0,341,341,0,0,173,175,0,0,266,266,0,0,295,295,0,0,244,244,0,0,260,266,272,0
TG13,Tlaxcala_2015,172,174,0,0,162,164,0,0,170,170,0,0,213,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,297,0,0,244,244,0,0,260,260,0,0
TG16,Tlaxcala_2015,172,174,0,0,162,162,0,0,166,166,0,0,213,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,285,289,0,0,244,244,0,0,260,264,0,0
TG4,Tlaxcala_2015,166,174,176,0,156,160,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,291,291,0,0,246,250,0,0,264,266,272,0
TG5,Tlaxcala_2015,0,0,0,0,156,156,0,0,166,170,0,0,213,225,0,0,270,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,285,291,0,0,244,244,0,0,264,266,0,0
TG7,Tlaxcala_2015,166,176,0,0,156,160,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,291,291,0,0,246,250,0,0,264,266,272,0
TG9,Tlaxcala_2015,172,174,0,0,162,164,0,0,170,170,0,0,213,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,297,0,0,244,244,0,0,260,260,0,0
CHC1-16,Chapingo_2016,148,148,0,0,142,156,0,0,166,166,0,0,209,217,0,0,273,279,0,0,192,192,0,0,331,331,0,0,173,173,0,0,260,268,0,0,285,297,0,0,244,244,0,0,264,266,0,0
CHC13-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC14-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC19-16,Chapingo_2016,210,212,0,0,156,162,0,0,170,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,295,295,0,0,244,244,0,0,264,266,0,0
CHC20-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC22-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC23-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC24-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC25-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC27-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC29-16,Chapingo_2016,144,144,0,0,162,162,0,0,170,170,0,0,209,213,0,0,270,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,262,264,0,0,285,289,0,0,244,244,0,0,260,266,0,0
CHC31-16,Chapingo_2016,144,144,0,0,162,162,0,0,170,170,0,0,209,213,0,0,270,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,262,264,0,0,285,289,0,0,244,244,0,0,260,266,0,0
CHC33-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC34-16,Chapingo_2016,148,148,0,0,138,156,0,0,166,166,0,0,209,217,0,0,273,279,0,0,192,192,0,0,331,331,0,0,173,173,0,0,260,268,0,0,285,297,0,0,244,244,0,0,264,266,0,0
CHC39-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC40-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC4-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC44-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,171,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC45-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC47-16,Chapingo_2016,108,110,0,0,138,138,0,0,166,170,0,0,213,217,0,0,273,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,268,268,0,0,289,313,0,0,242,244,0,0,260,266,0,0
CHC48-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC51-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC53-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC54-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC55-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC6-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC63-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC64-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC65-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC66-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC68-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC69-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC70-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC71-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHC73-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC74-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC76-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC78-16,Chapingo_2016,174,176,0,0,156,206,0,0,170,170,0,0,217,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,266,0,0,291,291,0,0,242,244,0,0,264,266,0,0
CHC79-16,Chapingo_2016,174,176,0,0,152,156,0,0,166,170,0,0,209,209,0,0,270,279,0,0,189,192,0,0,341,346,0,0,175,177,0,0,262,266,0,0,293,293,0,0,244,244,0,0,260,266,272,0
CHC8-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHC82-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC83-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC84-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHC9-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHO13-16,Chapingo_2016,148,148,0,0,138,156,0,0,166,166,0,0,209,217,0,0,273,279,0,0,192,192,0,0,331,331,0,0,173,173,0,0,260,268,0,0,285,297,0,0,244,244,0,0,264,266,0,0
CHO14-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHO15-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHO17-16,Chapingo_2016,148,148,0,0,138,156,0,0,166,166,0,0,209,217,0,0,273,279,0,0,192,192,0,0,331,331,0,0,173,173,0,0,260,268,0,0,285,297,0,0,244,244,0,0,264,266,0,0
CHO18-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHO21-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHO2-16,Chapingo_2016,140,144,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHO22-16,Chapingo_2016,144,144,0,0,162,162,0,0,170,170,0,0,209,213,0,0,270,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,262,264,0,0,285,289,0,0,244,244,0,0,260,266,0,0
CHO23-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHO24-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHO4-16,Chapingo_2016,0,0,0,0,156,206,0,0,170,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,346,0,0,173,177,0,0,266,266,0,0,291,293,0,0,244,244,0,0,260,260,0,0
CHO5-16,Chapingo_2016,0,0,0,0,156,156,0,0,166,166,0,0,209,213,0,0,279,279,0,0,192,192,0,0,346,356,0,0,173,173,0,0,266,266,0,0,289,291,0,0,244,244,0,0,264,266,0,0
CHTO10-16,Chapingo_2016,210,212,0,0,156,162,0,0,170,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,295,295,0,0,244,244,0,0,264,266,0,0
CHTO11-16,Chapingo_2016,144,144,0,0,162,162,0,0,170,170,0,0,209,213,0,0,270,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,262,264,0,0,285,289,0,0,244,244,0,0,260,266,0,0
CHTO1-16,Chapingo_2016,144,144,0,0,162,162,0,0,170,170,0,0,209,213,0,0,270,273,0,0,192,192,0,0,331,356,0,0,173,173,0,0,262,264,0,0,285,289,0,0,244,244,0,0,260,266,0,0
CHTO12-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHTO15-16,Chapingo_2016,140,140,0,0,152,210,0,0,166,166,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,266,268,0,0,285,291,0,0,244,244,0,0,260,266,0,0
CHTO17-16,Chapingo_2016,212,214,217,0,156,206,0,0,170,170,0,0,213,225,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,177,0,0,258,266,0,0,295,295,0,0,244,246,0,0,260,266,272,0
CHTO18-16,Chapingo_2016,148,148,0,0,138,156,0,0,166,166,0,0,209,217,0,0,273,279,0,0,192,192,0,0,331,331,0,0,173,173,0,0,260,268,0,0,285,297,0,0,244,244,0,0,264,266,0,0
CHTO19-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHTO2-16,Chapingo_2016,210,212,0,0,156,162,0,0,170,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,295,295,0,0,244,244,0,0,264,266,0,0
CHTO3-16,Chapingo_2016,210,212,0,0,156,162,0,0,170,170,0,0,213,213,0,0,273,279,0,0,192,192,0,0,356,356,0,0,173,173,0,0,264,266,0,0,295,295,0,0,244,244,0,0,264,266,0,0
CHTO6-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHTO8-16,Chapingo_2016,172,174,0,0,156,160,0,0,166,170,0,0,209,213,0,0,270,279,0,0,192,192,0,0,341,356,0,0,173,173,0,0,258,262,0,0,291,291,0,0,244,244,0,0,266,266,0,0
CHTO9-16,Chapingo_2016,112,190,0,0,152,154,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,356,356,0,0,173,175,0,0,258,266,0,0,289,293,0,0,244,250,0,0,260,266,0,0
JFH100-16,Juchitepec_2016,114,114,0,0,156,156,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,256,270,0,0,295,299,0,0,244,244,0,0,260,260,0,0
JFH101-16,Juchitepec_2016,210,212,0,0,142,142,0,0,170,170,0,0,213,217,0,0,273,279,0,0,189,192,0,0,356,356,0,0,173,177,0,0,266,268,0,0,291,299,0,0,242,244,0,0,260,264,0,0
JFH104-16,Juchitepec_2016,170,170,0,0,152,206,0,0,166,170,0,0,209,217,0,0,279,279,0,0,189,192,0,0,341,356,0,0,177,177,0,0,266,268,0,0,289,303,0,0,242,244,0,0,260,264,0,0
JFH108-16,Juchitepec_2016,210,212,0,0,156,156,0,0,166,170,0,0,217,217,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,291,299,0,0,244,244,0,0,264,264,0,0
JFH109-16,Juchitepec_2016,118,118,0,0,156,202,0,0,166,170,0,0,213,213,0,0,279,279,0,0,192,192,0,0,341,341,0,0,173,177,0,0,256,266,0,0,291,293,0,0,244,244,0,0,260,260,0,0
JFH111-16,Juchitepec_2016,210,212,0,0,156,156,0,0,166,170,0,0,217,217,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,291,299,0,0,244,244,0,0,264,264,0,0
JFH115-16,Juchitepec_2016,0,0,0,0,210,210,0,0,166,170,0,0,209,213,0,0,270,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,256,256,0,0,299,299,0,0,244,244,0,0,260,264,0,0
JFH118-16,Juchitepec_2016,114,114,0,0,156,156,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,256,270,0,0,295,299,0,0,244,244,0,0,260,260,0,0
JFH119-16,Juchitepec_2016,0,0,0,0,210,210,0,0,166,170,0,0,209,213,0,0,270,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,256,256,0,0,299,299,0,0,244,244,0,0,260,264,0,0
JFH122-16,Juchitepec_2016,110,110,0,0,134,226,0,0,170,170,0,0,209,209,0,0,279,279,0,0,192,192,0,0,341,356,0,0,175,177,0,0,258,266,0,0,293,293,0,0,242,244,0,0,260,260,0,0
JFH123-16,Juchitepec_2016,210,212,0,0,162,206,210,0,170,170,0,0,209,217,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,175,177,0,266,270,0,0,289,289,0,0,242,244,0,0,260,264,272,0
JFH125-16,Juchitepec_2016,174,176,0,0,160,206,0,0,166,170,0,0,209,217,0,0,279,279,0,0,189,192,0,0,341,346,0,0,173,175,0,0,256,266,0,0,293,293,0,0,244,244,0,0,260,266,272,0
JFH130-16,Juchitepec_2016,118,118,0,0,156,160,0,0,166,170,0,0,217,217,0,0,279,279,0,0,192,192,0,0,341,346,0,0,173,173,0,0,266,268,0,0,291,299,0,0,242,244,0,0,264,266,0,0
JFH137-16,Juchitepec_2016,118,118,0,0,152,156,0,0,166,170,0,0,209,213,217,0,270,279,0,0,189,192,0,0,341,346,356,0,173,175,177,0,256,258,0,0,291,299,0,0,242,244,0,0,260,264,266,0
JFH139-16,Juchitepec_2016,114,114,0,0,156,156,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,256,270,0,0,295,299,0,0,244,244,0,0,260,260,0,0
JFH14-16,Juchitepec_2016,136,136,0,0,156,164,0,0,166,170,0,0,217,221,0,0,279,279,0,0,189,189,0,0,356,356,0,0,173,173,0,0,268,268,0,0,289,293,0,0,242,244,0,0,260,260,0,0
JFH145-16,Juchitepec_2016,114,114,0,0,156,156,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,256,270,0,0,295,299,0,0,244,244,0,0,260,260,0,0
JFH152-16,Juchitepec_2016,118,118,0,0,152,156,0,0,166,170,0,0,217,217,0,0,270,279,0,0,192,192,0,0,346,356,0,0,173,175,0,0,256,258,0,0,291,299,0,0,242,244,0,0,260,266,0,0
JFH156-16,Juchitepec_2016,118,118,0,0,156,160,0,0,166,170,0,0,217,217,0,0,279,279,0,0,192,192,0,0,341,346,0,0,173,173,0,0,266,268,0,0,291,299,0,0,242,244,0,0,264,266,0,0
JFH157-16,Juchitepec_2016,118,118,0,0,152,156,0,0,166,170,0,0,217,217,0,0,270,279,0,0,192,192,0,0,346,356,0,0,173,175,0,0,256,258,0,0,291,299,0,0,242,244,0,0,260,266,0,0
JFH20-16,Juchitepec_2016,0,0,0,0,210,210,0,0,166,170,0,0,209,213,0,0,270,279,0,0,189,192,0,0,341,341,0,0,173,177,0,0,256,256,0,0,299,299,0,0,244,244,0,0,260,264,0,0
JFH25-16,Juchitepec_2016,210,212,0,0,156,156,0,0,166,170,0,0,217,217,0,0,279,279,0,0,189,192,0,0,341,356,0,0,173,175,0,0,266,268,0,0,291,299,0,0,244,244,0,0,264,264,0,0
JFH30-16,Juchitepec_2016,114,114,0,0,156,156,0,0,170,170,0,0,213,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,256,270,0,0,295,299,0,0,244,244,0,0,260,260,0,0
JFH32-16,Juchitepec_2016,118,118,0,0,206,206,0,0,166,170,0,0,209,217,0,0,279,279,0,0,192,192,0,0,341,356,0,0,173,175,0,0,266,266,0,0,285,289,0,0,242,244,0,0,260,266,0,0
